date_dd/mm/yyyy,startup_name,industry_vertical,subvertical,city__location,investors_name,investmentntype,amount_in_usd,city_location
2016-01-05,WIMWI Foods,Food & Beverage,Healthy food manufacturing & sales startup,Ahmedabad,Centre for Innovation Incubation and Entrepreneurship (CIIE),seed funding,1700000.0,Ahmedabad
2016-01-05,MyChild App,Education,Child Disorder Information & Education,Bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",seed funding,100000.0,Bhopal
2016-01-05,Instaproc,ECommerce,B2B Procurement Marketplace for Office Products,Noida,Dinesh Agarwal,seed funding,1700000.0,Noida
2016-01-05,360Ride,Consumer Internet,Ride Sharing platform,Bangalore,Undisclosed,seed funding,150000.0,Bangalore
2016-01-05,Alef\\nMobitech,Consumer Internet,Cloud Mobility Solutions,Mumbai,Tata Capital Innovation Fund,private equity,5000000.0,Mumbai
2016-01-06,Tracxn,BFSI,Startup Funding Deal Discovery & Execution platform,Bangalore,Ratan Tata,seed funding,1700000.0,Bangalore
2016-01-06,Qdesq,Real Estate,Branded Workspaces Aggregator,Gurgaon,"Dheeraj Jain, Jagdish Kumar, Bharat Gupta, Ankush Saigal, Praveen Saini",seed funding,1700000.0,Gurgaon
2016-01-06,Sensara,Technology,"TV Search, Guide and Remote mobile app",Bangalore,"Lalitesh Katragadda,\\xc2\\xa0 Ganayantrika Systems",seed funding,750000.0,Bangalore
2016-01-06,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",private equity,1000000.0,Ahmedabad
2016-01-06,PlanMy\\nMedicalTrip,Healthcare,Medical Tourism platform,Pune,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",seed funding,150000.0,Pune
2016-01-06,MyCity4Kids,Education,Children Education & Information platform,Gurgaon,"SIDBI Venture Capital Limited, YourNest Angel Fund",private equity,3000000.0,Gurgaon
2016-01-06,Justdakhila.com,Education,School Student admissions platform,New Delhi,Ankur Gupta,seed funding,750000.0,New Delhi
2016-01-07,PitStop,Consumer Internet,Automobile Service Booking App,Bangalore,Myntra/LivSpace Founders,seed funding,1700000.0,Bangalore
2016-01-07,Bikxie,Consumer Internet,Two Wheeler Taxi Service,Gurgaon,Undisclosed Investors,seed funding,1700000.0,Gurgaon
2016-01-07,Infurnia,Consumer Internet,Online Furniture Customization platform,Bangalore,Idein Ventures,seed funding,160000.0,Bangalore
2016-01-07,Myly,Education,Mobile Based Education platform,Jaipur,Newbie Promoter Pvt Ltd,seed funding,100000.0,Jaipur
2016-01-07,MakeMyTrip,Consumer Internet,Online Travel/Hotel Booking platform,Gurgaon,Ctrip.com International Ltd,private equity,180000000.0,Gurgaon
2016-01-08,Melorra,ECommerce,Online/ Mobile Jewellery Retailer,Bangalore,Lightbox Ventures,private equity,5000000.0,Bangalore
2016-01-08,ConfirmTKT,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",seed funding,250000.0,Bangalore
2016-01-08,Gyaanzone,Education,Career Planning and Education Advisory Platform,Mumbai,GBIM Technologies Pvt Ltd,seed funding,45000.0,Mumbai
2016-01-08,FlatFurnish,Consumer Internet,Online Furnishing Rental Platform,Gurgaon,Arun Chandra Mohan,seed funding,1700000.0,Gurgaon
2016-01-09,Lumiere,ECommerce,Organic Food eTailer,Bangalore,Undisclosed investors,private equity,1700000.0,Bangalore
2016-01-11,Koovs,ECommerce,Online Fashion Apparel Retailer,Gurgaon,"Nahata Family, Waheed Alli",private equity,5400000.0,Gurgaon
2016-01-11,Wishup,Consumer Internet,Mobile app based Concierge Service,New Delhi,"500 Startups, Mato Peric, TracxnLabs",seed funding,1700000.0,New Delhi
2016-01-11,FreshMenu,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,"Zodius Capital, Lightspeed Venture Partners",private equity,16500000.0,Bangalore
2016-01-11,SavvyMob,ECommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,"TV Mohandas Pai, LetsVenture",seed funding,1000000.0,Bangalore
2016-01-11,Fashionablyin,Consumer Internet,Mobile based Geo-target Fashion Marketplace,Mumbai,Ranjan Mahtani,seed funding,1700000.0,Mumbai
2016-01-12,Shopclues,ECommerce,ECommerce Marketplace,Gurgaon,"GIC, Tiger Global Management, Nexus Venture Partners",private equity,100000000.0,Gurgaon
2016-01-12,Hike Messenger,Consumer Internet,P2P Messaging Service,New Delhi,"Matt Mullenweg, Adam D\\xe2\\x80\\x99Angelo, Aditya Agarwal,\\xc2\\xa0 Ruchi Sanghvi & Others",private equity,1700000.0,New Delhi
2016-01-12,iBus Networks,Technology,Next Generation in-building connectivity,Bangalore,"Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office",private equity,2300000.0,Bangalore
2016-01-12,Happy2Refer,Consumer Internet,Mobile based Referral Platform,Mumbai,"Equity Crest, Vinners, Sparknext",seed funding,250000.0,Mumbai
2016-01-13,CarTrade,Consumer Internet,Auto Classifieds Portal,Mumbai,"Temasek Holdings, March Capital, Warburg Pincus",private equity,145000000.0,Mumbai
2016-01-13,Rentomo,Consumer Internet,peer-to-peer renting Marketplace,Bangalore,Shiva Ashok & Other unnamed investors,seed funding,100000.0,Bangalore
2016-01-13,Roder,Consumer Internet,inter-city cab aggregator,New Delhi,Unicorn India Ventures,seed funding,240000.0,New Delhi
2016-01-13,Bucker,Consumer Internet,Food Ordering Mobile App,Hyderabad,"50k Ventures, Munish Jauhar, Pulkit Jain, Rohit Narang",seed funding,1700000.0,Hyderabad
2016-01-13,Care24,Healthcare,Professional Health Services Platform,Mumbai,"SAIF Partners, India Quotient",private equity,4000000.0,Mumbai
2016-01-13,Obino,Healthcare,Weigh Loss Coaching,Mumbai,RoundGlass Partners,private equity,1700000.0,Mumbai
2016-01-14,Snapshopr,Consumer Internet,Visual Search & Image Recognition Platform,Bangalore,Amod Malviya,seed funding,1700000.0,Bangalore
2016-01-14,Buildkar,ECommerce,Construction Material Marketplace,Bangalore,"Mustafa Wajid, Umang Kumar & Others",seed funding,1700000.0,Bangalore
2016-01-14,Orahi,Consumer Internet,Carpooling Mobile App,Gurgaon,Indian Angel Network,seed funding,520000.0,Gurgaon
2016-01-14,Zapr,Technology,TV to Mobile audience Platform,Gurgaon,"Flipkart, Saavn, Micromax, Dhiraj Rajaram, Ambiga Dhiraj, Dinesh Agarwal, Samir Bangara, Sanjay Nath, Arihant Patni",seed funding,1700000.0,Gurgaon
2016-01-15,Remidio,Healthcare,Healthcare Product Manufacturer,Bangalore,Cipher-Plexus Capital Advisors & Indian HNIs,private equity,1700000.0,Bangalore
2016-01-15,Fitso,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,"Varun Khurana, Samar Singla, Vinay Bansal,",seed funding,200000.0,Gurgaon
2016-01-15,evibe.in,Consumer Internet,Party Hall Booking platform,Bangalore,"Hyderabad Angels, Lalit Mangal,\\xc2\\xa0 Vikas Malpani, Gaurav Bhalotia, LV Prasad",seed funding,1700000.0,Bangalore
2016-01-15,Zoctr,Consumer Internet,healthcare aggregator platform,Mumbai,Times Group,seed funding,1700000.0,Mumbai
2016-01-15,Jobick,Consumer Internet,Mobile app based Job Search,Noida,Abhinav Mathur,seed funding,1700000.0,Noida
2016-01-16,Plick,Consumer Internet,Instant Content Transfer Mobile App,Mumbai,Sanjay Mehta,seed funding,1700000.0,Mumbai
2016-01-18,Voice Friends,Consumer Internet,Dating & Singles Chat Platform,Mumbai,Huzaifa Khorakiwala,seed funding,1700000.0,Mumbai
2016-01-18,Kartrocket,Consumer Internet,SAAS DIY\\xc2\\xa0 ECommerce Platform,New Delhi,"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups",private equity,6000000.0,New Delhi
2016-01-19,Swiggy,Consumer Internet,Online/Mobile food ordering platform,Bangalore,"Harmony Partners, RB Investments & existing investors",private equity,35000000.0,Bangalore
2016-01-19,TinyStep,Consumer Internet,Parenting Social Network,Bangalore,Flipkart,seed funding,1700000.0,Bangalore
2016-01-19,Cashkaro,Consumer Internet,Coupon & Cashback platform,Gurgaon,Ratan Tata,private equity,1700000.0,Gurgaon
2016-01-19,Gameezop,Consumer Internet,Casual Gaming platform,New Delhi,Anand Chandrasekaran & Others,seed funding,1700000.0,New Delhi
2016-01-19,DailyObjects,ECommerce,Mobile Accessories etailer,New Delhi,"Unilazer Fund,\\xc2\\xa0 Phanindra Sama, Peyush Bansal",private equity,1400000.0,New Delhi
2016-01-19,Indus OS,Technology,Local language Mobile OS,Mumbai,"Omidyar Network,",private equity,5000000.0,Mumbai
2016-01-19,CollegeDunia,Consumer Internet,Educational College Search platform,New Delhi,Umang Kumar,seed funding,445000.0,New Delhi
2016-01-19,Villgro,Finance,Social Business Incubator & Fund,Chennai,"Lemelson Foundation, Michael and Susan Dell Foundation",private equity,3500000.0,Chennai
2016-01-20,Reddoorz,Consumer Internet,Budget Accomodation Aggregator,New Delhi,500 Startups,private equity,1700000.0,New Delhi
2016-01-20,IndustryBuying,ECommerce,B2B Industrial Goods Marketplace,New Delhi,Trifecta Capital,private equity,1800000.0,New Delhi
2016-01-20,Just Buy Live,ECommerce,B2B Marketplace for Distributors,Mumbai,Alpha Capital,private equity,20000000.0,Mumbai
2016-01-20,IMbesharam,ECommerce,Adult Products Etailers,New Delhi / US,Undisclosed US Based Investors,private equity,4000000.0,New Delhi / US
2016-01-20,Moodoo,Consumer Internet,Social Meeting organizer App,Mumbai / UK,Sa\\xc3\\xafd Business School Seed Fund.,seed funding,40000.0,Mumbai / UK
2016-01-20,Saral Designs,Healthcare,Women Hygiene Product Manufacturer,Mumbai,"Farooq Adam, Ambi Parameswaran,",seed funding,1700000.0,Mumbai
2016-01-21,FirstCry,ECommerce,Kids Focused eTailer,Pune,Ratan Tata,private equity,1700000.0,Pune
2016-01-21,Fisdom,Consumer Internet,Personal Finance Mobile App,Bangalore,Rob Chandra,seed funding,500000.0,Bangalore
2016-01-21,Easypolicy,Consumer Internet,Online insurance policy aggregator,Noida,Unilazer Ventures,private equity,2200000.0,Noida
2016-01-21,Housing.com,Consumer Internet,Online Real Estate Portal,Mumbai,SoftBank Corp,private equity,15000000.0,Mumbai
2016-01-21,CREO,Technology,Smartphone OS Developer,Bangalore,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",private equity,3000000.0,Bangalore
2016-01-22,ShabdaNagari,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,Kanpur Angels & Others,seed funding,200000.0,Kanpur
2016-01-22,Little,Consumer Internet,Deal Discovery App,Bangalore,GIC,private equity,1700000.0,Bangalore
2016-01-22,SnapBizz,ECommerce,Mobile based Retail Market Ecosystem,Bangalore,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",private equity,7200000.0,Bangalore
2016-01-22,Qlivery,Consumer Internet,on-demand concierge services,Gurgaon,Chandigarh Angels Funding,seed funding,1700000.0,Gurgaon
2016-01-22,PlexusMD,Consumer Internet,Social Network for Healthcare Professionals,Ahmedabad,"Arihant Patni, Avnish Mehra, Pranay Adhvaryu, Ravi Sampat",seed funding,1700000.0,Ahmedabad
2016-01-22,Silvan,Technology,Home Automation & Security Solutions,Bangalore,The Chennai Angels,seed funding,515000.0,Bangalore
2016-01-22,EPS,Technology,Electronic Payments Solution Company,Mumbai,APIS Partners,private equity,35000000.0,Mumbai
2016-01-22,Qubole,Technology,Enterprise Cloud Based Data Processing,Bangalore,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",private equity,30000000.0,Bangalore
2016-01-22,Gajty,Healthcare,Salons & Spa Chain,Gurgaon,Purvi Ventures,seed funding,1700000.0,Gurgaon
2016-01-25,SIFTR Labs,Consumer Internet,Photography curation & Aggregator platform,Mumbai,Venture Catalysts,seed funding,150000.0,Mumbai
2016-01-25,Power2SME,Consumer Internet,SME Online Buying Hub,Gurgaon,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",private equity,21000000.0,Gurgaon
2016-01-25,SkyCandle,ECommerce,Home D\\xc3\\xa9cor Product etailer,New Delhi,GPA group,private equity,1700000.0,New Delhi
2016-01-27,Teabox.com,ECommerce,Specialty Tea ETailer,Siliguri,Ratan Tata,private equity,1700000.0,Siliguri
2016-01-27,Buildzar,ECommerce,Construction Material ETailer,Gurgaon,Puneet Dalmia,private equity,4000000.0,Gurgaon
2016-01-27,Applicate,Technology,"Sales, Market, Distribution & Data Analytics Platform",Bangalore,Undisclosed investors,seed funding,1000000.0,Bangalore
2016-01-27,WhatsOnRent,ECommerce,Online Rental Marketplace,Bangalore,Lalit Mangal & Others,seed funding,1700000.0,Bangalore
2016-01-28,Zebi (yet to launch),Technology,Data Intelligence & Analytics,Hyderabad,Un disclosed investors,seed funding,1000000.0,Hyderabad
2016-01-28,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",seed funding,370000.0,Mumbai
2016-01-28,JustDoc,Consumer Interne,Medical Video Consultation platform,Bangalore,"TV Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, TracxnLabs",seed funding,1700000.0,Bangalore
2016-01-28,Myeglu,Technology,Connected Smart Home Solutions,Bangalore,Foxconn Technology Group & Others,seed funding,1700000.0,Bangalore
2016-01-29,BitGiving,Consumer Internet,Crowd Funding Platform,New Delhi,"Harminder Sahni, Krishna Mehra, Sanjay Bakshi",seed funding,1700000.0,New Delhi
2016-01-29,Qriyo,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,Idein Ventures,seed funding,160000.0,Jodhpur
2016-01-29,N.O.W,Consumer Internet,Rental Bike Aggregator App,Noida,Maple Capital Advisors,seed funding,1700000.0,Noida
2016-01-29,Aisle,Consumer Internet,Indians focused Matchmaking App,Bangalore,"TermSheet, ah! Ventures",seed funding,185000.0,Bangalore
2016-01-29,FreshMenu,Consumer Internet,Fresh Food Delivery platform,Bangalore,"Zodius Technology Fund, Lightspeed Venture Partners",private equity,17000000.0,Bangalore
2016-01-29,Truebil,ECommerce,Online marketplace for cars,Mumbai,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",private equity,5150000.0,Mumbai
2016-01-29,Rare Media,Technology,Mobile & Cloud based App developer,New Delhi,Info Edge (India) Ltd,private equity,1100000.0,New Delhi
2016-01-29,TinMen,Consumer Internet,Food Delivery Platform,Hyderabad,Lead Angel Network,seed funding,1700000.0,Hyderabad
2016-01-29,CodingLabs,Technology,Coding Skill Showcase & Resume Builder,Hyderabad,Vineet Nalla,seed funding,1700000.0,Hyderabad
2016-01-30,FindUrClass,Consumer Internet,Hobby & Activity Class Aggregator,Mumbai,"Amit Patni, Anirudh Damani, Samir Shah",seed funding,1700000.0,Mumbai
2016-01-30,DesignBids,Consumer Internet,Interior Design Marketplace,New Delhi,Indian Angel Network,seed funding,1700000.0,New Delhi
2015-12-01,CollegeDekho,Online Education Information platform,College & Student information platform,Jaipur,GirnarSoft,seed funding,1000000.0,Jaipur
2015-12-01,Black White Orange Brands,Brand Licensing Startup,Not Mentioned,Mumbai,YouWeCan Ventures,seed funding,1700000.0,Mumbai
2015-12-01,Biteclub,Gourmet Food Discovery & Delivery platform,Not Mentioned,Gurgaon,growX ventures,private equity,1700000.0,Gurgaon
2015-12-01,Patel Logistics,Transportation & Logistics Platform,Not Mentioned,Mumbai,Frontline Strategy,private equity,5600000.0,Mumbai
2015-12-01,Wigzo,Enterprise Marketing Automation platform,Enterprise Automation suite,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",seed funding,500000.0,New Delhi
2015-12-01,Zapluk,"Health, Wellness & Beauty Services App",Not Mentioned,Hyderabad,Not Disclosed,seed funding,1700000.0,Hyderabad
2015-12-01,Godof Hospitals,Digital Healthcare,Not Mentioned,New Delhi,Pankaj Gupta,seed funding,2000000.0,New Delhi
2015-12-02,RoomsTonite,Last Minute Hotel Booking App,Not Mentioned,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,\\xc2\\xa0 Ralph Berezan, Vissal Mathew,\\xc2\\xa0 Balamurali Krishna",seed funding,1500000.0,Bangalore
2015-12-02,Kaaryah,Womens Fashion Wear Portal,Not Mentioned,New Delhi,"The Saha Fund, TV Mohandas Pai",private equity,1700000.0,New Delhi
2015-12-03,Anakage,Product Learning platform,Not Mentioned,Bangalore,CIO Angel Network (CAN),seed funding,1700000.0,Bangalore
2015-12-03,EasyKhaana,Online Food ordering & Delivery platform,Not Mentioned,New Delhi,Undisclosed investors,seed funding,100000.0,New Delhi
2015-12-03,Shuttl,App based Bus Pooling Services,Bus Aggregation Platform,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",private equity,20000000.0,Gurgaon
2015-12-03,Eckovation,Social Learning Platform,Not Mentioned,New Delhi,Chandigarh Angel Network (CAN),seed funding,1700000.0,New Delhi
2015-12-03,Fitcircle,Social Fitness platform,Not Mentioned,Mumbai,Beerud Sheth and Ravi Mantha,seed funding,1700000.0,Mumbai
2015-12-04,Applop,On Demand Mobile app developer,Not Mentioned,Kolkata,GHV Accelerator,seed funding,100000.0,Kolkata
2015-12-04,CaRPM,Car Maintenance & Management mobile app,Not Mentioned,Gurgaon,GHV Accelerator,seed funding,100000.0,Gurgaon
2015-12-04,NDTV Wedding portal,Online Wedding Marketplace,Not Mentioned,New Delhi,CerraCap,private equity,20000000.0,New Delhi
2015-12-04,Splitkart,Splitting Bills Mobile App,Not Mentioned,New Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",seed funding,1700000.0,New Delhi
2015-12-07,Zenatix,IOT Energy Management Analytics platform,IoT Based Energy Monitoring & Control,Gurgaon,Blume Ventures,private equity,1700000.0,Gurgaon
2015-12-07,Customfurnish,Custom Made furniture e-tailer,Not Mentioned,Hyderabad,Agnus Capital,private equity,4500000.0,Hyderabad
2015-12-07,Faasos,QSR Chain,QSR chain and online food delivery,Pune,"ru-Net, Sequoia Capital,\\xc2\\xa0 Lightbox Ventures",private equity,30000000.0,Pune
2015-12-07,Vlurn,eLearning platform,Not Mentioned,Mumbai,Vidyadhar Sarfare,seed funding,1700000.0,Mumbai
2015-12-07,Leaf Wearables,Smart Safety Wearable Devices,Not Mentioned,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",seed funding,250000.0,New Delhi
2015-12-07,Coolshare,Cab Sharing service Mobile app,Not Mentioned,Mumbai,Gopal Aggarwal,seed funding,100000.0,Mumbai
2015-12-08,mFicient,Cloud Enterprise Mobility Platform,Not Mentioned,New Delhi,Undisclosed investors,seed funding,1700000.0,New Delhi
